Date,Scaled_Return,Conditional_Volatility
2017-09-15,-0.0776312,0.08200806244706843
2017-09-18,-0.0673928,0.08479326335163825
2017-09-19,0.0518499,0.08644052873748931
2017-09-20,0.0310802,0.08594308963211908
2017-09-21,0.0776034,0.08379138270337293
2017-09-25,-0.0827819,0.08561591931713138
2017-09-26,0.1137845,0.08862700377645637
2017-09-27,0.14953460000000002,0.09320479504449246
2017-09-28,0.1336292,0.1005828059647631
2017-09-29,-0.041072899999999996,0.10600093297635368
2017-10-01,-0.038806600000000004,0.10382574575527605
2017-10-02,0.0537644,0.10160136280961742
2017-10-03,-0.0194816,0.10022660422752626
2017-10-04,0.0195694,0.09656130419192047
2017-10-07,0.0101022,0.0927819292287344
2017-10-08,0.065783,0.0885074648228143
2017-10-10,-0.08731610000000001,0.08901958034213617
2017-10-11,-0.3506969,0.09221161430091941
2017-10-13,0.00515,0.12303781689635367
2017-10-16,0.00515,0.11630599094810701
2017-10-17,0.0463028,0.11004352318482881
2017-10-19,0.030841100000000003,0.10747928926360115
2017-10-20,-0.020558299999999998,0.10385304297937537
2017-10-23,0.0975655,0.10003414639455786
2017-10-24,0.00513,0.10240131082378699
2017-10-25,-0.00513,0.09709067616535855
2017-10-26,-0.00513,0.09240148442749588
2017-10-27,0.0871203,0.08802551458078885
2017-10-30,-0.0307284,0.09036003273496646
2017-10-31,-0.08204879999999999,0.08834079967479125
2017-11-01,0.00485,0.09109157059382823
2017-11-04,-0.0489401,0.08651680652198879
2017-11-05,0.1099227,0.08637319146830397
2017-11-07,-0.0303137,0.09077962412924276
2017-11-08,0.0101116,0.08869583356040031
2017-11-09,0.1554013,0.08469292555745184
2017-11-10,-0.0823405,0.09326333177846456
2017-11-12,-0.06378869999999999,0.09569303650259697
2017-11-13,-0.056997400000000004,0.09625821189482012
2017-11-14,0.0155522,0.09617220869386774
2017-11-15,-0.07262450000000001,0.09210098991511956
2017-11-16,-0.0415543,0.0937200135663518
2017-11-17,-0.17183310000000002,0.09242974990306181
2017-11-20,-0.0417591,0.10355011816310648
2017-11-21,-0.15695520000000002,0.1016048182710276
2017-11-22,-0.1943625,0.1105007431115948
2017-11-23,-0.13710129999999998,0.12235836780189498
2017-11-24,0.0844213,0.12773856829417388
2017-11-27,-0.026364,0.12701679266896618
2017-11-28,0.00527,0.12208700981205725
2017-11-29,-0.1108905,0.11543112868705645
2017-11-30,-0.2120065,0.11889011802174626
2017-12-01,-0.12148110000000001,0.13179274628037527
2017-12-04,-0.0195915,0.13500402321738392
2017-12-05,-0.034945199999999996,0.1289223562063249
2017-12-07,-0.0101093,0.12460062988055152
2017-12-09,0.056841499999999996,0.11844466355312562
2017-12-10,0.020599799999999998,0.11614172194164495
2017-12-12,-0.021283700000000003,0.11110355573534772
2017-12-13,-0.0479266,0.10684915064724676
2017-12-14,0.0372808,0.10522016211028028
2017-12-15,0.10634049999999999,0.10226434205317164
2017-12-18,-0.0212473,0.105214030320106
2017-12-19,-0.1383613,0.10136172695559795
2017-12-20,0.0,0.10847345870138915
2017-12-21,0.031968699999999996,0.10257522343703789
2017-12-22,0.1435686,0.09937539156376728
2017-12-26,-0.12226920000000001,0.10575323062124942
2017-12-27,0.0478855,0.11099781040724363
2017-12-28,-0.0691848,0.108494685603322
2017-12-29,-0.1600792,0.10864791981853128
2018-01-03,0.055281899999999995,0.11728734248094279
2018-01-06,0.07638350000000001,0.11494007607190984
2018-01-08,0.0534451,0.11447954111983821
2018-01-10,0.0104877,0.1121815884541777
2018-01-11,0.020762299999999997,0.10662205504300548
2018-01-15,-0.14242770000000002,0.10225406589757224
